fragment,data,control,exception
https://github.com/maven-nar/nar-maven-plugin/blob/e747b5ee080b243e0b817f722a43c9c203bb4df8/src/main/java/com/github/maven_nar/NarIntegrationTestMojo.java#L952C1-L955C10,4,0,0
https://github.com/albfernandez/itext2/blob/5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0/src/main/java/com/lowagie/text/xml/SAXiTextHandler.java#L460C1-L473C20,20,0,1
https://github.com/openskynetwork/java-adsb/blob/7d73726841d98357da360ea631bbe12d3def86cc/src/main/java/org/opensky/libadsb/ModeSDecoder.java#L146C1-L152C8,1,0,0
https://github.com/EsotericSoftware/yamlbeans/blob/763726d51c99824218051e485e1b44f7477456fa/src/com/esotericsoftware/yamlbeans/emitter/ScalarAnalysis.java#L88C5-L99C6,10,0,0
https://github.com/EsotericSoftware/yamlbeans/blob/763726d51c99824218051e485e1b44f7477456fa/src/com/esotericsoftware/yamlbeans/emitter/ScalarAnalysis.java#L154C1-L163C47,0,1,0
https://github.com/blackbeard334/djoom3/blob/64362645420c99ac621b051a678de96883e2a329/src/main/java/neo/idlib/math/Simd_Generic.java#L1286C1-L1294C32,6,0,0
https://github.com/blackbeard334/djoom3/blob/64362645420c99ac621b051a678de96883e2a329/src/main/java/neo/idlib/math/Simd_Generic.java#L1308C1-L1316C26,6,0,0
https://github.com/tud-fop/j-Algo/blob/f59fbbd9ccc3f41d6866fda44324622e2b47eef2/src/main/java/c00/parser/C00Parser.java#L3663C2-L3671C40,2,0,0
https://github.com/alibaba/compileflow/blob/e96a05224f71bf4aa3d9fb37bba85764b2fc153f/src/main/java/com/alibaba/compileflow/engine/common/util/DataType.java#L1057C1-L1065C20,1,0,1
https://github.com/alibaba/compileflow/blob/e96a05224f71bf4aa3d9fb37bba85764b2fc153f/src/main/java/com/alibaba/compileflow/engine/common/util/DataType.java#L1023C1-L1033C18,1,0,1
https://github.com/alibaba/compileflow/blob/e96a05224f71bf4aa3d9fb37bba85764b2fc153f/src/main/java/com/alibaba/compileflow/engine/common/util/DataType.java#L1041C1-L1047C18,1,0,0
https://github.com/rythmengine/rythmengine/blob/3439bd728c8e95927cea9146b5d6b59a30c3c516/src/main/java/org/rythmengine/utils/Time.java#L971C1-L998C14,0,6,6
https://github.com/tommyettinger/RegExodus/blob/48a8167a5dc1e381fc741fabd425965a22aa1503/src/main/java/regexodus/Term.java#L1841C1-L1850C22,3,0,0
https://github.com/tommyettinger/RegExodus/blob/48a8167a5dc1e381fc741fabd425965a22aa1503/src/main/java/regexodus/Term.java#L1895C39-L1912C61,6,0,2
https://github.com/tommyettinger/RegExodus/blob/48a8167a5dc1e381fc741fabd425965a22aa1503/src/main/java/regexodus/Term.java#L1975C3-L2003C1,0,0,1
https://github.com/george-haddad/cardme/blob/2cdb02c627d103041288bc57f06b9deeb02f194a/src/net/sourceforge/cardme/engine/VCardEngine.java#L2345C1-L2353C8,0,2,0
https://github.com/EXIficient/exificient-core/blob/fce10c39fe654c9ae9660454ac6d6d2abc6a48ac/src/main/java/com/siemens/ct/exi/core/FidelityOptions.java#L395C1-L406C10,4,0,0
https://github.com/EXIficient/exificient-core/blob/fce10c39fe654c9ae9660454ac6d6d2abc6a48ac/src/main/java/com/siemens/ct/exi/core/FidelityOptions.java#L431C1-L442C8,4,0,0
https://github.com/EXIficient/exificient-core/blob/fce10c39fe654c9ae9660454ac6d6d2abc6a48ac/src/main/java/com/siemens/ct/exi/core/FidelityOptions.java#L460C1-L471C7,4,0,0
https://github.com/EXIficient/exificient-core/blob/fce10c39fe654c9ae9660454ac6d6d2abc6a48ac/src/main/java/com/siemens/ct/exi/core/FidelityOptions.java#L497C1-L508C9,4,0,0
https://github.com/EXIficient/exificient-core/blob/fce10c39fe654c9ae9660454ac6d6d2abc6a48ac/src/main/java/com/siemens/ct/exi/core/FidelityOptions.java#L592C8-L607C9,6,0,0
https://github.com/EXIficient/exificient-core/blob/fce10c39fe654c9ae9660454ac6d6d2abc6a48ac/src/main/java/com/siemens/ct/exi/core/FidelityOptions.java#L631C7-L642C8,5,0,0
https://github.com/EXIficient/exificient-core/blob/fce10c39fe654c9ae9660454ac6d6d2abc6a48ac/src/main/java/com/siemens/ct/exi/core/FidelityOptions.java#L660C6-L671C7,5,0,0
https://github.com/EXIficient/exificient-core/blob/fce10c39fe654c9ae9660454ac6d6d2abc6a48ac/src/main/java/com/siemens/ct/exi/core/FidelityOptions.java#L697C8-L708C9,5,0,0
https://github.com/rythmengine/rythmengine/blob/3439bd728c8e95927cea9146b5d6b59a30c3c516/src/main/java/org/rythmengine/utils/Time.java#L1019-L1024,8,0,0
https://github.com/rythmengine/rythmengine/blob/3439bd728c8e95927cea9146b5d6b59a30c3c516/src/main/java/org/rythmengine/utils/Time.java#L1026-L1031,8,0,0
https://github.com/rythmengine/rythmengine/blob/3439bd728c8e95927cea9146b5d6b59a30c3c516/src/main/java/org/rythmengine/utils/Time.java#L1033-L1038,8,0,0
https://github.com/tommyettinger/RegExodus/blob/48a8167a5dc1e381fc741fabd425965a22aa1503/src/main/java/regexodus/Term.java#L1633-L1635,2,0,0
https://github.com/tommyettinger/RegExodus/blob/48a8167a5dc1e381fc741fabd425965a22aa1503/src/main/java/regexodus/Term.java#L1650-L1653,2,0,0
https://github.com/tommyettinger/RegExodus/blob/48a8167a5dc1e381fc741fabd425965a22aa1503/src/main/java/regexodus/Term.java#L1462-L1464,2,0,0
https://github.com/tommyettinger/RegExodus/blob/48a8167a5dc1e381fc741fabd425965a22aa1503/src/main/java/regexodus/Term.java#L1474-L1476,2,0,0
https://github.com/apache/sling-org-apache-sling-servlets-resolver/blob/75e62e657fc0b2dbbc90287cba23a24116152fce/src/main/java/org/apache/sling/servlets/resolver/internal/bundle/BundledScriptTracker.java#L273-L285,9,0,0
https://github.com/apache/sling-org-apache-sling-servlets-resolver/blob/75e62e657fc0b2dbbc90287cba23a24116152fce/src/main/java/org/apache/sling/servlets/resolver/internal/bundle/BundledScriptTracker.java#L259-L269,4,0,0
https://github.com/iotaledger/cliri/blob/1f974cafb1c17d96ae7e0a6856f563dcf3794238/src/main/java/com/iota/iri/network/Node.java#L200-L208,1,0,0
https://github.com/apache/sling-org-apache-sling-servlets-resolver/blob/75e62e657fc0b2dbbc90287cba23a24116152fce/src/main/java/org/apache/sling/servlets/resolver/internal/bundle/BundledScriptTracker.java#L302-L306,2,0,0
https://github.com/iotaledger/cliri/blob/1f974cafb1c17d96ae7e0a6856f563dcf3794238/src/main/java/com/iota/iri/network/Node.java#L203-L207,1,0,0
https://github.com/Isaac315/sql-translator/blob/78f3fb0091c94563a640ef672de3e75e2b5c3bb2/src/main/java/com/raysonfang/sqltranslator/sql/dialect/oracle/function/OracleToMySqlFunctionTransform.java#L116-L118,1,0,0
https://github.com/awslabs/aws-glue-catalog-sync-agent-for-hive/blob/2ba77e5718c5b1988e711fac37966b40665bc385/src/main/java/com/amazonaws/services/glue/catalog/HiveGlueCatalogSyncAgent.java#L407-L427,0,2,0
https://github.com/xcsp3team/XCSP3-Java-Tools/blob/1567b06e77cb2a8b73a1ce65e4773cbf08f59ce0/src/main/java/org/xcsp/parser/XParser.java#L330-L340,3,0,0
https://github.com/darmiel/eeee/blob/f4114a3bf831ae88f6cca606f4d0f93ac09cc210/src/main/java/io/d2a/eeee/EntryMethod.java#L57-L64,1,0,0
https://github.com/apache/sling-org-apache-sling-servlets-resolver/blob/75e62e657fc0b2dbbc90287cba23a24116152fce/src/main/java/org/apache/sling/servlets/resolver/internal/bundle/BundledScriptTracker.java#L223-L229,1,0,0
https://github.com/datadotworld/dw-jdbc/blob/ac4f7d8a457dce89cbaa9eb33994304e5504fda1/src/main/java/world/data/jdbc/internal/transport/SparqlResultsParser.java#L69-L73,2,0,0
https://github.com/errai/errai/blob/d2edc4632373096f8d81c93f18cd874fa5501b90/errai-ioc/src/main/java/org/jboss/errai/ioc/rebind/ioc/extension/builtin/JsTypeAntiInliningExtension.java#L93-L96,2,0,0
https://github.com/jessin20161124/miniDubboOpen/blob/a02a5c2b393456861401b14057752fb22a7308ab/src/main/java/com/jessin/practice/dubbo/netty/FastjsonSerializer.java#L268-L271,2,0,0
https://github.com/lastaflute/lastaflute/blob/01201e2eee995053bf6f9febcf58ace01ed38c30/src/main/java/org/lastaflute/web/validation/ActionValidator.java#L744-L746,3,0,0
https://github.com/vangj/jbayes/blob/4f3a542a4cab356b2b4a3d5d735ae0346429ef2d/src/main/java/com/github/vangj/jbayes/inf/exact/graph/pptc/Evidence.java#L266-L268,1,0,0
https://github.com/apache/commons-codec/blob/634ac7caba17b3610e8fe3dd19f9f05faf4d1f94/src/main/java/org/apache/commons/codec/language/bm/Rule.java#L532-L533,5,0,0
https://github.com/awslabs/aws-glue-catalog-sync-agent-for-hive/blob/2ba77e5718c5b1988e711fac37966b40665bc385/src/main/java/com/amazonaws/services/glue/catalog/HiveGlueCatalogSyncAgent.java#L370-L384,0,2,0
https://github.com/mojohaus/license-maven-plugin/blob/b9ec9b85e32fa978b8bdd9aee018b0bf94a518fe/src/main/java/org/codehaus/mojo/license/extended/spreadsheet/CalcFileWriter.java#L607-L621,6,0,0
https://github.com/mojohaus/license-maven-plugin/blob/b9ec9b85e32fa978b8bdd9aee018b0bf94a518fe/src/main/java/org/codehaus/mojo/license/extended/spreadsheet/ExcelFileWriter.java#L482-L496,6,0,0
https://github.com/vizor-games/infraworld-cornerstone/blob/2f8c792393fd8bbfc09d5bfdd36114230f64aa5c/src/main/java/com/vizor/unreal/convert/CastGenerator.java#L241-L253,2,0,0
https://github.com/apache/sling-org-apache-sling-servlets-resolver/blob/75e62e657fc0b2dbbc90287cba23a24116152fce/src/main/java/org/apache/sling/servlets/resolver/internal/bundle/BundledScriptTracker.java#L193-L202,3,0,0
https://github.com/datadotworld/dw-jdbc/blob/ac4f7d8a457dce89cbaa9eb33994304e5504fda1/src/main/java/world/data/jdbc/internal/transport/SparqlResultsParser.java#L67-L76,3,0,0
https://github.com/nothingax/micro-DB/blob/1bbae368f7670f94130606fa65bcbc8ccbb89b98/src/main/java/com/microdb/operator/Aggregate.java#L73-L82,5,0,0
https://github.com/uber-common/jvm-profiler/blob/07ecfce5bbae89cae1415296d4c6eb7cdd7b7dfa/src/main/java_datadog/com/uber/profiling/reporters/DatadogOutputReporter.java#L42-L50,1,0,0
https://github.com/jano7/executor/blob/afa9dd02560c69e26f4addcd5b68500c5e95241b/src/test/java/com/jano7/executor/KeySequentialBoundedExecutorTest.java#L112-L118,1,0,0
https://github.com/keighrim/mae-annotation/blob/a4bf15aaad14f80b4c6a076bd01c58f6e4d07000/src/main/java/edu/brandeis/llc/mae/util/FontHandler.java#L128-L134,1,0,0
https://github.com/vangj/jbayes/blob/4f3a542a4cab356b2b4a3d5d735ae0346429ef2d/src/main/java/com/github/vangj/jbayes/inf/exact/graph/pptc/Evidence.java#L258-L264,2,0,0
https://github.com/jahlborn/jackcess/blob/22bf8a8642c84fc500f5c66ef59de1f7211f93a3/src/main/java/com/healthmarketscience/jackcess/impl/expr/FormatUtil.java#L1098-L1103,3,0,0
https://github.com/sranka/jdbcimage/blob/4b16de3a349a30e5d69633a0fea6e08d486392b9/src/main/java/io/github/sranka/jdbcimage/main/MainToolBase.java#L386-L391,1,0,0
https://github.com/vincentrussell/java-ini-parser/blob/954dd3836aa39dd170202f95e356da1eb86c894d/src/main/java/com/github/vincentrussell/ini/Ini.java#L152-L157,1,0,0
https://github.com/fizzed/jne/blob/199d45bd8728807b61356fd1c0f17079b567ed60/src/main/java/com/fizzed/jne/JavaHomes.java#L210-L214,5,0,0
https://github.com/ysc/word/blob/daa57fa34645e39c6e0214d1f4698134963b65be/src/main/java/org/apdplat/word/lucene/ChineseWordTokenizer.java#L138-L142,2,0,0
https://github.com/ysc/word/blob/daa57fa34645e39c6e0214d1f4698134963b65be/src/main/java/org/apdplat/word/lucene/ChineseWordTokenizer.java#L147-L151,2,0,0
https://github.com/jahlborn/jackcess/blob/22bf8a8642c84fc500f5c66ef59de1f7211f93a3/src/main/java/com/healthmarketscience/jackcess/impl/expr/FormatUtil.java#L1090-L1093,4,0,0
https://github.com/HelixNetwork/pendulum/blob/919ae1df7ca4359aad6b9a4575beb9d3ca4de8ef/src/main/java/net/helix/pendulum/service/snapshot/impl/SnapshotServiceImpl.java#L141-L143,2,0,0
https://github.com/lastaflute/lastaflute/blob/01201e2eee995053bf6f9febcf58ace01ed38c30/src/main/java/org/lastaflute/web/path/restful/verifier/RestfulStructuredMethodVerifier.java#L422-L424,2,0,0
https://github.com/wso2/config-mapper/blob/353b0829d3bf3dae92312dea6ff1dddff9a74fe6/src/main/java/org/wso2/config/mapper/KeyMapper.java#L61-L63,1,0,0
https://github.com/PawelGorny/lostword/blob/8e66ab8737a5119a21cef6c948ae7b48f00fdb91/src/main/java/com/pawelgorny/lostword/WorkerKnownPosition.java#L87-L103,2,0,0
https://github.com/PawelGorny/lostword/blob/8e66ab8737a5119a21cef6c948ae7b48f00fdb91/src/main/java/com/pawelgorny/lostword/WorkerPool.java#L76-L92,2,0,0
https://github.com/PawelGorny/lostword/blob/8e66ab8737a5119a21cef6c948ae7b48f00fdb91/src/main/java/com/pawelgorny/lostword/WorkerPrintSeeds.java#L96-L112,2,0,0
https://github.com/lzgabel/camunda-cloud-bpmn-converter/blob/5a301723aa17c90a090c235f91d5491a1f7c249f/src/main/java/cn/lzgabel/converter/processing/event/IntermediateCatchEventProcessor.java#L47-L62,0,0,3
https://github.com/chengdedeng/waf/blob/9ba9a18857154830a35e3b10d111d025208f73ef/src/main/java/info/yangguo/waf/request/security/CCSecurity.java#L100-L114,2,0,0
https://github.com/iamazy/elasticsearch-sql2/blob/05a7743fb2bb70816f8255a7e7b3086374b15d8c/src/main/java/io/github/iamazy/elasticsearch/dsl/sql/parser/query/exact/BinaryQueryParser.java#L98-L112,2,0,0
https://github.com/hageldave/ezFFTW/blob/20d97041dfde6731bbfc02980cf2b581c62161ec/src/test/java/hageldave/ezfftw/dp/FFTTest.java#L208-L221,3,0,0
https://github.com/streamx-co/FluentJPA/blob/064ce0b468b63fa07aecb0cfc2d352108af1cb40/src/main/java/co/streamx/fluent/JPA/DSLInterpreter.java#L563-L576,1,0,0
https://github.com/Isaac315/sql-translator/blob/78f3fb0091c94563a640ef672de3e75e2b5c3bb2/src/main/java/com/raysonfang/sqltranslator/sql/dialect/oracle/function/OracleToMySqlFunctionTransform.java#L109-L121,3,0,0
https://github.com/ben-xo/cdjscrobbler/blob/921fe5394227f1f602174b7c8935697904128d53/src/main/java/am/xo/cdjscrobbler/UpdateListener.java#L98-L110,1,0,0
https://github.com/finmath/finmath-lib/blob/ad5d22e93e335cd88c95f8f2d7ba6336e3947e68/src/main/java/net/finmath/equities/models/Black76Model.java#L349-L361,1,0,0
https://github.com/iipc/jwarc/blob/e4ff0fe435c378b68b482a3ca1502b70b33fe872/src/org/netpreserve/jwarc/WarcFilterCompiler.java#L143-L155,3,0,0
https://github.com/vmzakharov/dataframe-ec/blob/b5cef516c1f02207399f751ba922f9e5347f8f3c/src/main/java/io/github/vmzakharov/ecdataframe/dataset/LongFormatter.java#L32-L44,3,0,1
https://github.com/finmath/finmath-lib/blob/ad5d22e93e335cd88c95f8f2d7ba6336e3947e68/src/main/java/net/finmath/equities/models/Black76Model.java#L332-L343,1,0,0
https://github.com/vmzakharov/dataframe-ec/blob/b5cef516c1f02207399f751ba922f9e5347f8f3c/src/main/java/io/github/vmzakharov/ecdataframe/dataset/DoubleFormatter.java#L32-L43,3,0,1
https://github.com/Azure-Samples/cassandra-proxy/blob/f184bcaa612808ad9348a629330cc6bc94c13105/src/main/java/com/microsoft/azure/cassandraproxy/ProxyClient.java#L245-L255,0,0,1
https://github.com/spullara/java-future-jdk8/blob/5925719802af19ccc6602651fc243b2ff3726b4b/src/test/java/spullara/util/concurrent/CompletableFutureTest.java#L355-L365,11,0,0
https://github.com/streamx-co/FluentJPA/blob/064ce0b468b63fa07aecb0cfc2d352108af1cb40/src/main/java/co/streamx/fluent/JPA/DSLInterpreter.java#L565-L575,6,0,0
https://github.com/streamx-co/FluentJPA/blob/064ce0b468b63fa07aecb0cfc2d352108af1cb40/src/main/java/co/streamx/fluent/JPA/DSLInterpreter.java#L744-L754,3,0,0
https://github.com/alibaba/compileflow/blob/e96a05224f71bf4aa3d9fb37bba85764b2fc153f/src/main/java/com/alibaba/compileflow/engine/common/extension/PluginManager.java#L132-L141,6,0,0
https://github.com/heroku/heroku-jvm-application-deployer/blob/ffd498f1a94853b30bc0275a6ef495f2ec3a11f7/src/main/java/com/heroku/deployer/Main.java#L109-L118,4,0,0
https://github.com/lastaflute/lastaflute/blob/01201e2eee995053bf6f9febcf58ace01ed38c30/src/main/java/org/lastaflute/web/ruts/process/ActionFormMapper.java#L927-L936,5,0,0
https://github.com/junichi11/netbeans-color-codes-preview/blob/97a0262a3c15ab5842c43b68019e1e355ad7d3a8/src/main/java/com/junichi11/netbeans/modules/color/codes/preview/ui/ColorCodesPanel.java#L101-L109,1,0,0
https://github.com/leonhad/paradoxdriver/blob/de3a6ad18b6c7f1d461383876339dc8086beaead/src/main/java/com/googlecode/paradox/planner/plan/SelectPlan.java#L291-L299,3,0,0
https://github.com/wso2/config-mapper/blob/353b0829d3bf3dae92312dea6ff1dddff9a74fe6/src/main/java/org/wso2/config/mapper/Validator.java#L153-L161,3,0,0
https://github.com/xcsp3team/XCSP3-Java-Tools/blob/1567b06e77cb2a8b73a1ce65e4773cbf08f59ce0/src/main/java/org/xcsp/modeler/implementation/ProblemDataHandler.java#L185-L193,3,0,0
https://github.com/jenkins-infra/update-center2/blob/5b1203f26470aa07d226974b599e53315a270a92/src/main/java/io/jenkins/update_center/json/TieredUpdateSitesGenerator.java#L107-L114,2,0,0
https://github.com/xcsp3team/XCSP3-Java-Tools/blob/1567b06e77cb2a8b73a1ce65e4773cbf08f59ce0/src/main/java/org/xcsp/modeler/implementation/ProblemDataHandler.java#L175-L182,3,0,0
https://github.com/3redronin/mu-server/blob/69683cf8009d7a0ac52452fd4b0abe06ffd0bf87/src/main/java/io/muserver/Http2Connection.java#L354-L360,0,0,0
https://github.com/apache/commons-codec/blob/634ac7caba17b3610e8fe3dd19f9f05faf4d1f94/src/main/java/org/apache/commons/codec/language/bm/Rule.java#L222-L228,1,0,1
https://github.com/googleapis/disco-to-proto3-converter/blob/32cf5993853b1218e97e54c556f3922f49014eb8/src/main/java/com/google/cloud/discotoproto3converter/proto3/DocumentToProtoConverter.java#L221-L227,4,0,0
https://github.com/f4b6a3/uuid-creator/blob/f9e6e6d02ecc8dac16a56e4fab1bd24caec8171c/src/main/java/com/github/f4b6a3/uuid/factory/rfc4122/TimeOrderedEpochFactory.java#L430-L435,1,0,0
https://github.com/lastaflute/lastaflute/blob/01201e2eee995053bf6f9febcf58ace01ed38c30/src/main/java/org/lastaflute/core/magic/async/SimpleAsyncManager.java#L732-L737,2,0,0
https://github.com/lastaflute/lastaflute/blob/01201e2eee995053bf6f9febcf58ace01ed38c30/src/main/java/org/lastaflute/web/servlet/filter/RequestLoggingFilter.java#L750-L755,1,0,0
https://github.com/package-url/packageurl-java/blob/47351deccffb9394df42b913f59ffc00741af0b6/src/main/java/com/github/packageurl/PackageURL.java#L418-L423,1,0,0
https://github.com/streamx-co/FluentJPA/blob/064ce0b468b63fa07aecb0cfc2d352108af1cb40/src/main/java/co/streamx/fluent/JPA/DSLInterpreter.java#L665-L670,3,0,0
https://github.com/f4b6a3/uuid-creator/blob/f9e6e6d02ecc8dac16a56e4fab1bd24caec8171c/src/main/java/com/github/f4b6a3/uuid/factory/rfc4122/TimeOrderedEpochFactory.java#L413-L417,1,0,0
https://github.com/leonhad/paradoxdriver/blob/de3a6ad18b6c7f1d461383876339dc8086beaead/src/main/java/com/googlecode/paradox/ConnectionInfo.java#L505-L509,2,0,0
https://github.com/lettuce-io/lettuce-core/blob/761d60247159662ce1db8bc20318bc4b573bc010/src/main/java/io/lettuce/core/StatefulRedisConnectionImpl.java#L188-L192,2,0,0
https://github.com/ripreal/V8LogScanner/blob/3789156a0ab07c4b2cdd91e8165ca733ecc01905/src/main/java/org/v8LogScanner/cmdScanner/CmdAddGroupBy.java#L25-L29,1,0,0
https://github.com/jetlang/remoting/blob/505aadcc72f28bdf1796ce6fc5b490cece2e5375/src/main/java/org/jetlang/remote/client/JetlangTcpClient.java#L336-L339,3,0,0
https://github.com/Azure/azure-functions-java-worker/blob/c92d38cdeb867f2f7e2ae9b2515c32c2ecfd1e41/src/main/java/com/microsoft/azure/functions/worker/binding/BindingDataStore.java#L103-L104,2,0,0
https://github.com/gabrie-allaigre/sonar-gitlab-plugin/blob/1a6b20737c0e034fed35f555442fa493c6268e9f/src/main/java/com/talanlabs/sonar/plugins/gitlab/GitLabApiV3Wrapper.java#L251-L252,3,3,0
https://github.com/gabrie-allaigre/sonar-gitlab-plugin/blob/1a6b20737c0e034fed35f555442fa493c6268e9f/src/main/java/com/talanlabs/sonar/plugins/gitlab/GitLabApiV4Wrapper.java#L257-L258,3,3,0
https://github.com/Azure-Samples/cassandra-proxy/blob/f184bcaa612808ad9348a629330cc6bc94c13105/src/main/java/com/microsoft/azure/cassandraproxy/Proxy.java#L323-L400,2,3,0
https://github.com/ysc/word/blob/daa57fa34645e39c6e0214d1f4698134963b65be/src/main/java/org/apdplat/word/dictionary/DictionaryTools.java#L100-L114,6,0,0
https://github.com/Thare-Lam/fast-elasticsearch-query-builder/blob/bc6e2adf8333363929e68f3c8dc459c320101aef/src/main/java/cn/thare/feqb/helper/AggregationHelper.java#L42-L55,4,0,0
https://github.com/jfinal/jfinal/blob/076e76a4941c989d7f535035295aa3d055123131/src/main/java/com/jfinal/proxy/ProxyGenerator.java#L98-L111,2,0,0
https://github.com/jonatan-kazmierczak/class-visualizer/blob/71015106c3316c02d366af71d9883c909d9ac772/src/main/java/clsvis/logging/GUIHandler.java#L33-L46,12,0,0
https://github.com/vangj/jbayes/blob/4f3a542a4cab356b2b4a3d5d735ae0346429ef2d/src/main/java/com/github/vangj/jbayes/inf/exact/sampling/Table.java#L39-L52,2,0,0
https://github.com/vizor-games/infraworld-cornerstone/blob/2f8c792393fd8bbfc09d5bfdd36114230f64aa5c/src/main/java/com/vizor/unreal/preprocess/NestedTypesRemover.java#L116-L129,4,0,0
https://github.com/chengdedeng/waf/blob/9ba9a18857154830a35e3b10d111d025208f73ef/src/main/java/info/yangguo/waf/service/ZkClusterService.java#L185-L197,9,0,0
https://github.com/junichi11/netbeans-color-codes-preview/blob/97a0262a3c15ab5842c43b68019e1e355ad7d3a8/src/main/java/com/junichi11/netbeans/modules/color/codes/preview/impl/HexCssColorCodesProvider.java#L120-L132,10,0,0
https://github.com/JeffLi1993/java-core-learning-example/blob/09f71b5606eeec1c65afafa4b3c7eddcc4a96732/src/main/java/org/javacore/concurrent/CountDownLatchT.java#L25-L36,2,0,0
https://github.com/domclick/kafka-logback/blob/91d21ace796dd29ef953b86fcd7ebe55f43ca58d/src/main/java/ru/sberned/kafkalogback/KafkaAppender.java#L94-L105,3,2,0
https://github.com/lettuce-io/lettuce-core/blob/761d60247159662ce1db8bc20318bc4b573bc010/src/main/java/io/lettuce/core/cluster/RedisClusterClient.java#L1014-L1025,1,0,0
https://github.com/ysc/word/blob/daa57fa34645e39c6e0214d1f4698134963b65be/src/main/java/org/apdplat/word/dictionary/DictionaryFactory.java#L210-L221,4,0,0
https://github.com/MarkShen1992/Mashibing_High_Concurrency/blob/f408144caf72de0391f6e271eec6b92021ab1ca4/src/main/java/com/mark/concurrent24/TicketSeller2.java#L25-L35,1,0,0
https://github.com/lettuce-io/lettuce-core/blob/761d60247159662ce1db8bc20318bc4b573bc010/src/main/java/io/lettuce/core/RedisChannelHandler.java#L181-L191,2,0,0
https://github.com/lettuce-io/lettuce-core/blob/761d60247159662ce1db8bc20318bc4b573bc010/src/main/java/io/lettuce/core/cluster/RedisClusterClient.java#L995-L1005,2,0,0
https://github.com/lettuce-io/lettuce-core/blob/761d60247159662ce1db8bc20318bc4b573bc010/src/test/java/io/lettuce/test/LettuceExtension.java#L219-L229,0,1,0
https://github.com/peterbencze/serritor/blob/158939359c0b0608686afd34bba582c9157dd362/src/main/java/com/github/peterbencze/serritor/internal/WebDriverFactory.java#L95-L105,4,0,0
https://github.com/stupid1t/poi-excel/blob/7f1834f1e0fa91bed24591ee43e89d95ec39de98/src/main/java/com/github/stupdit1t/excel/common/PoiResult.java#L79-L89,5,0,0
https://github.com/wso2/config-mapper/blob/353b0829d3bf3dae92312dea6ff1dddff9a74fe6/src/main/java/org/wso2/config/mapper/MetaDataParser.java#L125-L135,6,0,0
https://github.com/Blazemeter/xtn5250/blob/240e00411e0c21995e87f5a36dd0f6fee2929af8/src/main/java/net/infordata/em/crt5250/XI5250CrtFrame.java#L157-L166,12,0,0
https://github.com/MarkShen1992/Mashibing_High_Concurrency/blob/f408144caf72de0391f6e271eec6b92021ab1ca4/src/main/java/com/mark/concurrent24/TicketSeller4.java#L25-L34,1,0,0
https://github.com/PlayPen/playpen-core/blob/dd867086481d93a439cb0270eaa7272bacf75493/src/main/java/io/playpen/core/coordinator/network/Network.java#L375-L384,3,0,0
https://github.com/chengdedeng/waf/blob/9ba9a18857154830a35e3b10d111d025208f73ef/src/main/java/info/yangguo/waf/service/ZkClusterService.java#L130-L139,8,0,0
https://github.com/chengdedeng/waf/blob/9ba9a18857154830a35e3b10d111d025208f73ef/src/main/java/info/yangguo/waf/service/ZkClusterService.java#L286-L295,32,0,0
https://github.com/fsantiag/sonar-clojure/blob/8935e2291d21d57922006bab2f7fdd82d08e415e/src/main/java/org/sonar/plugins/clojure/sensors/eastwood/EastwoodIssueParser.java#L22-L31,2,0,0
https://github.com/jessin20161124/miniDubboOpen/blob/a02a5c2b393456861401b14057752fb22a7308ab/src/main/java/com/jessin/practice/dubbo/netty/NettyServerHandler.java#L103-L112,4,0,0
https://github.com/lastaflute/lastaflute/blob/01201e2eee995053bf6f9febcf58ace01ed38c30/src/main/java/org/lastaflute/core/json/filter/JsonUnifiedTextReadingFilter.java#L44-L53,5,0,0
https://github.com/ripreal/V8LogScanner/blob/3789156a0ab07c4b2cdd91e8165ca733ecc01905/src/main/java/org/v8LogScanner/logsCfg/LogBuilder.java#L655-L664,1,0,0
https://github.com/seansegal/tincisnotcatan/blob/f7d098c51037cb586147c1bbd5b18c2239df7b32/src/main/java/edu/brown/cs/actions/PlaceInitialSettlement.java#L89-L98,5,0,0
https://github.com/SpringStudent/GyJdbc/blob/0ca78eb623487f137d94eb719a94464d2d0cbbe8/src/main/java/com/gysoft/jdbc/bean/SQL.java#L107-L115,4,0,0
https://github.com/iamazy/elasticsearch-sql2/blob/05a7743fb2bb70816f8255a7e7b3086374b15d8c/src/main/java/io/github/iamazy/elasticsearch/dsl/sql/parser/query/exact/BinaryQueryParser.java#L28-L36,2,0,0
https://github.com/ripreal/V8LogScanner/blob/3789156a0ab07c4b2cdd91e8165ca733ecc01905/src/main/java/org/v8LogScanner/logsCfg/LogBuilder.java#L666-L674,1,0,0
https://github.com/sorra/TraceSonar/blob/53ece361e0e14027d803ecbeb9f3fea76f7176ff/src/main/java/sorra/tracesonar/core/Traceback.java#L48-L56,2,0,0
https://github.com/ysc/word/blob/daa57fa34645e39c6e0214d1f4698134963b65be/src/main/java/org/apdplat/word/segmentation/impl/PureEnglish.java#L81-L89,5,0,0
https://github.com/yuch7/cwlexec/blob/08b3e8ac1017f5a43d4d33699d1c9d4cb32a89e1/src/main/java/com/ibm/spectrumcomputing/cwl/parser/util/IOUtil.java#L468-L476,7,0,0
