file,line,status
src/main/java/tec/units/ri/internal/format/l10n/DecimalFormat.java,1927,NOT_COVERED
src/main/java/tec/units/ri/internal/format/l10n/DecimalFormat.java,1928,NOT_COVERED
src/main/java/tec/units/ri/internal/format/l10n/DecimalFormat.java,1929,NOT_COVERED
src/main/java/tec/units/ri/internal/format/l10n/DecimalFormat.java,1930,NOT_COVERED
src/main/java/tec/units/ri/internal/format/l10n/DecimalFormat.java,1931,NOT_COVERED
