hash,dev-tests-cov,evosuite-cov,randoop-reg-cov,randoop-all-cov,combined-cov
ecd38950f5188558f40334d97ea61f4b,1.0000,1.0000,NO_INFO,NO_INFO,1.0000
f17445b3bebbb192e44b47b6a6928267,.5714,NO_INFO,NO_INFO,NO_INFO,.5714
f2f073a7ccd7751a4516f9e1ce658e6b,0,1.0000,0,0,1.0000
f543cb57b49c453b50c341a5d0e2b51a,NO_INFO,NO_INFO,NO_INFO,NO_INFO,NO_INFO
f56d0534172c121f3c00461cf15b57e8,0,NO_INFO,NO_INFO,NO_INFO,0
f6f791adb407cb1a358a3424ca39a128,0,0,NO_INFO,NO_INFO,0
f7628b5f21bb0bd84877ef09023e8cab,0,0,NO_INFO,0,0
f8f5bc4bc33f123442886530e20a368a,0,0,0,0,0
f962a442723894c25b2d967a0c4e064c,0,NO_INFO,NO_INFO,NO_INFO,0
f97834c04ac5b44d8b56823dc7284e09,0,0,NO_INFO,NO_INFO,0
fa159aee2cab8df7480b7fd390a598d5,NO_INFO,NO_INFO,NO_INFO,NO_INFO,NO_INFO
fa321d841a3635f0976bc8eb4e499229,1.0000,0,0,0,1.0000
fad918a65d6a94f56a4adb1c00a9fc06,.8571,0,0,0,.8571
fc7532a078b145ab650cb5482df9716e,NO_INFO,NO_INFO,NO_INFO,NO_INFO,NO_INFO
fd8e660e67564a4a7da1c5657102562f,0,0,NO_INFO,NO_INFO,0
ffbec4b817826ed207da13884a3ea8cf,0,0,NO_INFO,NO_INFO,0
mean,0.168716,0.161682,0.0169639,0.0181213,0.291177
median,0,0,0,0,0
max,1.0000,1.0000,1.0000,1.0000,1.0000
min,,,0,,
