file,generation time,test time,blocktest count,actual test count,USEABLE,total_time
Isaac315-sql-translator-78f3fb0091c94563a640ef672de3e75e2b5c3bb2-OracleToMySqlFunctionTransform,1639,1529,401,400,TRUE,3.168
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-FormatUtil,1711,4148,401,400,TRUE,5.859
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-BMPImageWriter,1682,2442,401,400,TRUE,4.124
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-PNMImageWriter,1702,2423,501,500,TRUE,4.125
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-RawRenderedImage,1810,2399,401,400,TRUE,4.209
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-TIFFDecompressor,1777,2414,301,300,TRUE,4.191
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-TIFFImageMetadata,2207,2395,101,100,TRUE,4.602
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-TIFFImageWriter,2047,2433,701,700,TRUE,4.48
jano7-executor-afa9dd02560c69e26f4addcd5b68500c5e95241b-KeySequentialBoundedExecutorTest,1946,301859,101,100,TRUE,303.805
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-TieredUpdateSitesGenerator,1478,2266,201,200,TRUE,3.744
jessin20161124-miniDubboOpen-a02a5c2b393456861401b14057752fb22a7308ab-FastjsonSerializer,1506,2282,101,100,TRUE,3.788
jruby-jcodings-4eb6216f88f2b4ce80b555cc58e3f86e88b72c86-Transcoding,1800,1808,401,400,TRUE,3.608
jruby-joni-d4696c4f6dcdd1484895abae4b9b3c62874759e1-Lexer,1631,1935,201,200,TRUE,3.566
jtidy-jtidy-aade7c5a6c1007d013859ac95378a2d469f5e254-Lexer,1739,2561,201,200,TRUE,4.3
jtidy-jtidy-aade7c5a6c1007d013859ac95378a2d469f5e254-PPrint,1919,2012,501,500,TRUE,3.931
junichi11-netbeans-color-codes-preview-97a0262a3c15ab5842c43b68019e1e355ad7d3a8-ColorCodesPanel,1527,2084,101,100,TRUE,3.611
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-FontHandler,1460,1657,101,100,TRUE,3.117
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionFormMapper,1652,1596,101,100,TRUE,3.248
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionValidator,1610,1545,301,300,TRUE,3.155
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-RequestLoggingFilter,1591,1511,101,100,TRUE,3.102
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-RestfulStructuredMethodVerifier,1494,1549,201,200,TRUE,3.043
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-SimpleAsyncManager,1652,1557,201,200,TRUE,3.209
leonhad-paradoxdriver-de3a6ad18b6c7f1d461383876339dc8086beaead-ConnectionInfo,1541,1699,201,200,TRUE,3.24
leonhad-paradoxdriver-de3a6ad18b6c7f1d461383876339dc8086beaead-SelectPlan,2041,1836,101,100,TRUE,3.877
loehndorf-scengen-5e11067f76f5631a31b75f823cd3666a769b098f-Generator,1879,1824,801,800,TRUE,3.703
logpresso-CVE-2021-44228-Scanner-35c37dd6941d6b77d103229302cadd473b97a816-Configuration,1725,1386,501,500,TRUE,3.111
lzgabel-camunda-cloud-bpmn-converter-5a301723aa17c90a090c235f91d5491a1f7c249f-IntermediateCatchEventProcessor,1526,3276,201,200,TRUE,4.802
maxmind-geoip-api-java-0ed8a38981512667533d47204486aae0278a1bc8-regionName,1748,2464,201,200,TRUE,4.212
maxmind-geoip-api-java-0ed8a38981512667533d47204486aae0278a1bc8-timeZone,2780,2536,2401,2400,TRUE,5.316
messai-engineering-Yuga-40b006970e6e9a1eb5fc13e739f22232c683a965-Yuga,1708,2061,201,100,TRUE,3.769
meteoinfo-wContour-dade1e866bf3d3eab56bd09f2b1dcdac5c1ee6f6-Contour,3432,1558,2401,2400,TRUE,4.99
mojohaus-license-maven-plugin-b9ec9b85e32fa978b8bdd9aee018b0bf94a518fe-CalcFileWriter,1736,2986,301,300,TRUE,4.722
mojohaus-license-maven-plugin-b9ec9b85e32fa978b8bdd9aee018b0bf94a518fe-ExcelFileWriter,2241,2267,301,300,TRUE,4.508
mvel-mvel-236d37bc78a158553592afedbbf1aa27815efb78-AbstractParser,1697,1953,101,100,TRUE,3.65
mvel-mvel-236d37bc78a158553592afedbbf1aa27815efb78-ASMAccessorOptimizer,2540,1997,401,400,TRUE,4.537
narupley-not-going-to-be-commons-ssl-346bb4e8481316687a643219800a398ecd8f62a8-PKCS8Key,1840,2114,601,600,TRUE,3.954
nothingax-micro-DB-1bbae368f7670f94130606fa65bcbc8ccbb89b98-Aggregate,1514,1953,201,200,TRUE,3.467
OpenLiberty-ci.common-b48d061d33b28b6dd5d48f52f25e032e3fc45614-DevUtil,2123,1402,501,500,TRUE,3.525
OWASP-json-sanitizer-fc612ab374de73d03864d56fb87b6a103b234489-JsonSanitizer,2082,1816,1401,1400,TRUE,3.898
package-url-packageurl-java-47351deccffb9394df42b913f59ffc00741af0b6-PackageURL,1561,1517,101,100,TRUE,3.078
PawelGorny-lostword-8e66ab8737a5119a21cef6c948ae7b48f00fdb91-WorkerKnownPosition,1567,1619,101,100,TRUE,3.186
PawelGorny-lostword-8e66ab8737a5119a21cef6c948ae7b48f00fdb91-WorkerPool,1545,1600,101,100,TRUE,3.145
PawelGorny-lostword-8e66ab8737a5119a21cef6c948ae7b48f00fdb91-WorkerPrintSeeds,1567,1627,101,100,TRUE,3.194
PeterisP-morphology-1195adb7bb994292e5b06f2b20f4feb6191ca951-Mijas,2565,1956,1801,900,TRUE,4.521
pfmiles-min-velocity-4e8ec4f64681c1d6941bf8d90a51849e87b86cf5-ParserTokenManager,1754,1382,101,100,TRUE,3.136
pvto-konte-art-03c969d8fd62ba3c7175a840e6a785049183f4b6-ExpressionParser,1780,1632,401,400,TRUE,3.412
pvto-konte-art-03c969d8fd62ba3c7175a840e6a785049183f4b6-Parser,2866,1838,2101,100,TRUE,4.704
ripreal-V8LogScanner-3789156a0ab07c4b2cdd91e8165ca733ecc01905-CmdAddGroupBy,1448,1856,101,100,TRUE,3.304
sbesada-java.math.expression.parser-cc92f58f6074b21cf6f5d4056b7f7cc5168f50af-ComplexFunction,2056,1762,101,100,TRUE,3.818
smola-galimatias-0771a10ef5021181fc172b95ac39e9f4c7ada2e8-URLParser,2302,1483,701,200,TRUE,3.785
spullara-java-future-jdk8-5925719802af19ccc6602651fc243b2ff3726b4b-CompletableFutureTest,1639,1340,301,300,TRUE,2.979
sranka-jdbcimage-4b16de3a349a30e5d69633a0fea6e08d486392b9-MainToolBase,2046,1783,101,100,TRUE,3.829
StarlangSoftware-Corpus-c0b50a746e5179df1b236273bcf1ec6d1cc988c7-SentenceSplitter,2247,1502,1401,1400,TRUE,3.749
StarlangSoftware-TurkishMorphologicalAnalysis-26450b47db92b64580a2bfa4a0d7d0bce38edd49-Transition,1791,1469,801,800,TRUE,3.26
StarlangSoftware-TurkishMorphologicalDisambiguation-bf8dbc2cd835c67178eb896939ad1009b6743486-AutoDisambiguator,1611,246172,301,300,TRUE,247.783
STEMLab-JIneditor-ccca7bec12fe58583d25da0d13ae038b27d34424-CanvasPanel,3068,1799,601,600,TRUE,4.867
streamx-co-ExTree-2cb6b78c0eb4dc25fa81f582641b5464779a93fa-ExpressionMethodVisitor,1720,3671,301,300,TRUE,5.391
streamx-co-FluentJPA-064ce0b468b63fa07aecb0cfc2d352108af1cb40-DSLInterpreter,1981,8172,1001,1000,TRUE,10.153
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-CharacterClass,2165,2222,1501,1500,TRUE,4.387
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-Matcher,1860,1616,201,200,TRUE,3.476
tud-fop-j-Algo-f59fbbd9ccc3f41d6866fda44324622e2b47eef2-C00Lexer,1646,4870,201,200,TRUE,6.516
tvesalainen-bcc-8bfbb307418a422d57370b2df12fdfb1126f3407-ByteCodeDump,1542,1530,101,100,TRUE,3.072
vangj-jbayes-4f3a542a4cab356b2b4a3d5d735ae0346429ef2d-Evidence,1556,1446,301,300,TRUE,3.002
vincentrussell-java-ini-parser-954dd3836aa39dd170202f95e356da1eb86c894d-Ini,1503,1396,101,100,TRUE,2.899
vizor-games-infraworld-cornerstone-2f8c792393fd8bbfc09d5bfdd36114230f64aa5c-CastGenerator,1562,1553,201,200,TRUE,3.115
vmzakharov-dataframe-ec-b5cef516c1f02207399f751ba922f9e5347f8f3c-DoubleFormatter,1507,1984,301,300,TRUE,3.491
vmzakharov-dataframe-ec-b5cef516c1f02207399f751ba922f9e5347f8f3c-LongFormatter,1937,1973,301,300,TRUE,3.91
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-KeyMapper,1513,3070,101,100,TRUE,4.583
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-Validator,1583,2803,301,300,TRUE,4.386
xcsp3team-XCSP3-Java-Tools-1567b06e77cb2a8b73a1ce65e4773cbf08f59ce0-ProblemDataHandler,1618,1708,601,600,TRUE,3.326
xcsp3team-XCSP3-Java-Tools-1567b06e77cb2a8b73a1ce65e4773cbf08f59ce0-XParser,1804,1511,201,200,TRUE,3.315
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-ChineseWordTokenizer,1572,2602,401,400,TRUE,4.174
Zettelkasten-Team-Zettelkasten-b68dc7638b9f9287c9528d4171a9014e8ba3eed3-ImportFromZkn,2753,4418,1401,1400,TRUE,7.171
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-AsyncSsePublisher,2371,1761,201,200,TRUE,4.132
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-AsyncSsePublisherTest,2448,1728,201,200,TRUE,4.176
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-Http1Response,2688,1848,201,200,TRUE,4.536
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-NettyResponseAdaptor,2314,1831,201,200,TRUE,4.145
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-RateLimiterImpl,2075,1769,401,400,TRUE,3.844
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-RequestBodyReader,2250,1857,501,500,TRUE,4.107
adobe-commerce-cif-magento-graphql-0bc22bb767a8270f94ee04d85ab2571569a146a1-ProductFilterInput,2133,2224,201,200,TRUE,4.357
adobe-commerce-cif-magento-graphql-0bc22bb767a8270f94ee04d85ab2571569a146a1-ProductSortInput,2104,2212,201,200,TRUE,4.316
albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-BmpImage,2345,1601,701,700,TRUE,3.946
albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-HTMLWorker,2122,1591,201,200,TRUE,3.713
albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-PushbuttonField,2406,1613,801,800,TRUE,4.019
albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-SAXiTextHandler,2079,1673,601,600,TRUE,3.752
alfasoftware-soapstone-480e00c3384796efb1b2e69ba611d0234f6af333-WebServiceInvoker,2247,1608,101,100,TRUE,3.855
alibaba-compileflow-e96a05224f71bf4aa3d9fb37bba85764b2fc153f-DataType,2312,2245,501,500,TRUE,4.557
alibaba-compileflow-e96a05224f71bf4aa3d9fb37bba85764b2fc153f-PluginManager,2364,2222,601,600,TRUE,4.586
apache-commons-compress-ca1052f1347e301b46b1224d6b92198699663763-ParallelScatterZipCreatorTest,2531,3110,201,200,TRUE,5.641
apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-BundledScriptTracker,3006,3277,1401,1400,TRUE,6.283
ATLANTBH-owl-f808feae5b021ce37e7a937ab03bf3327be386ad-ServicesUtils,2083,1753,201,200,TRUE,3.836
attoparser-attoparser-e1049dcd8261fe315b679029e711a9f5ea03f1cc-MarkupSelectorItems,1845,2185,1101,1100,TRUE,4.03
bkatwal-kafka-solr-sink-connector-f0d022607f3d5419053bfb0c87a710fb37e00896-PlainJsonDocMappersImpl,2190,1813,301,300,TRUE,4.003
bkatwal-kafka-solr-sink-connector-f0d022607f3d5419053bfb0c87a710fb37e00896-SolrServiceImpl,2193,1385,301,300,TRUE,3.578
blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-AASReach,2455,1568,401,400,TRUE,4.023
blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-EditWindow,2449,1584,401,400,TRUE,4.033
blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-Model_lwo,2606,1580,201,200,TRUE,4.186
blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-Simd_Generic,3948,1578,201,200,TRUE,5.526
Blazemeter-xtn5250-240e00411e0c21995e87f5a36dd0f6fee2929af8-XI5250CrtFrame,2340,2242,401,400,TRUE,4.582
casbin-jcasbin-eb7f93118e4f6d93e44cd779ce17a2f5f2d81387-Model,1688,1731,101,100,TRUE,3.419
cellsrg-tabbypdf-def8bb08e7733a9b87e593cb5363ef82581628c1-TableRegionDetector,2155,1403,101,100,TRUE,3.558
chengdedeng-waf-9ba9a18857154830a35e3b10d111d025208f73ef-SecurityConfigItemValidator,2067,4646,501,500,TRUE,6.713
chengdedeng-waf-9ba9a18857154830a35e3b10d111d025208f73ef-ZkClusterService,2398,5148,1001,1000,TRUE,7.546
codeine-cd-codeine-355463b17c671925bc8bd3951dabb98a150dfe36-HealthServlet,1615,1625,301,300,TRUE,3.24
davidmoten-aws-maven-plugin-e027d61b07cdc0e8b915217f1f6aca9b0f41011d-BeanstalkRemovePortsMojo,2326,2314,201,200,TRUE,4.64
demidenko05-beigesoft-accounting-0170596e736d3cc69f70c88ced3b9d78f63ddca1-InvoiceReportPdf,1651,3885,101,100,TRUE,5.536
demidenko05-beigesoft-webstore-624d41d82547ff897ca5b3740d8d73cb2dacf052-PrcRefreshItemsInList,2073,3006,501,500,TRUE,5.079
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-LookupSession,2094,2407,101,100,TRUE,4.501
domclick-kafka-logback-91d21ace796dd29ef953b86fcd7ebe55f43ca58d-KafkaAppender,2190,1435,301,300,TRUE,3.625
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-ScalarAnalysis,2206,2229,601,600,TRUE,4.435
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-FidelityOptions,2952,1643,3701,3700,TRUE,4.595
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-AbstractDockerMojo,1783,2968,301,300,TRUE,4.751
finos-messageml-utils-8dc8971aee55c36fbc2bce55a5e62ef254cc2eb9-BiContext,2184,2051,201,200,TRUE,4.235
forcedotcom-wsc-df588f1411b855687b9dfb5cfa69026e92ebb34e-MXParser,2865,2584,1201,1200,TRUE,5.449
fsantiag-sonar-clojure-8935e2291d21d57922006bab2f7fdd82d08e415e-EastwoodIssueParser,2122,1732,201,200,TRUE,3.854
george-haddad-cardme-2cdb02c627d103041288bc57f06b9deeb02f194a-VCardEngine,2325,1388,201,200,TRUE,3.713
hermannpencole-nifi-config-e4a8a251bd01fd4026ac4fe6868791f4496ce882-ConnectionsUpdater,1857,1670,601,600,TRUE,3.527
hummeling-if97-a508c11bea77ebc39d6bf8c7b21854947e07ca96-Region3,2203,1879,201,200,TRUE,4.082
iamazy-elasticsearch-sql2-05a7743fb2bb70816f8255a7e7b3086374b15d8c-BinaryQueryParser,2506,2184,601,600,TRUE,4.69
IBlogLab-enhance-gateway-9b175549c6f9228096be92424c712e07686e9e4b-LoggingRecordResource,2202,2247,301,300,TRUE,4.449
Isaac315-sql-translator-78f3fb0091c94563a640ef672de3e75e2b5c3bb2-OracleSQLDataTypeTransformUtil,2313,1522,801,800,TRUE,3.835
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-BMPImageReader,2914,2418,801,800,TRUE,5.332
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-BMPMetadata,2664,2390,401,400,TRUE,5.054
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-PNMImageReader,1796,3043,401,400,TRUE,4.839
JeffLi1993-java-core-learning-example-09f71b5606eeec1c65afafa4b3c7eddcc4a96732-CountDownLatchT,1943,391284,201,200,TRUE,393.227
jessin20161124-miniDubboOpen-a02a5c2b393456861401b14057752fb22a7308ab-DubboInvoker,2038,1732,201,200,TRUE,3.77
jessin20161124-miniDubboOpen-a02a5c2b393456861401b14057752fb22a7308ab-NettyServerHandler,2128,1680,201,200,TRUE,3.808
jetlang-remoting-505aadcc72f28bdf1796ce6fc5b490cece2e5375-JetlangTcpClient,1587,1828,301,300,TRUE,3.415
jfinal-jfinal-076e76a4941c989d7f535035295aa3d055123131-ProxyGenerator,2096,2204,201,200,TRUE,4.3
jhunters-jprotobuf-0e326bf8704027adc8af182e7cebc0e7a9c38e30-PrecompileTask,-1,-1,0,-1,FALSE,-0.002
jonatan-kazmierczak-class-visualizer-71015106c3316c02d366af71d9883c909d9ac772-GUIHandler,2293,1939,601,600,TRUE,4.232
joniles-mpxj-91540932b1db27a525f1ee9e9fb9d878acedfc74-MPPAssignmentField,3429,2249,601,600,TRUE,5.678
joniles-mpxj-91540932b1db27a525f1ee9e9fb9d878acedfc74-MPPProjectField,2524,2277,601,600,TRUE,4.801
joniles-mpxj-91540932b1db27a525f1ee9e9fb9d878acedfc74-MPPResourceField,3132,2248,601,600,TRUE,5.38
joniles-mpxj-91540932b1db27a525f1ee9e9fb9d878acedfc74-MPPTaskField,2544,2217,101,100,TRUE,4.761
jruby-joni-d4696c4f6dcdd1484895abae4b9b3c62874759e1-Matcher,2626,1922,1701,1700,TRUE,4.548
junichi11-netbeans-color-codes-preview-97a0262a3c15ab5842c43b68019e1e355ad7d3a8-HexCssColorCodesProvider,1719,2046,601,600,TRUE,3.765
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-MaeAgreementGUI,-1,-1,0,-1,FALSE,-0.002
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-GodHandableAction,2245,1606,101,100,TRUE,3.851
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-JsonUnifiedTextReadingFilter,2246,1660,501,500,TRUE,3.906
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-MDCHook,2198,1518,101,100,TRUE,3.716
leonhad-paradoxdriver-de3a6ad18b6c7f1d461383876339dc8086beaead-FunctionNode,2007,1659,201,200,TRUE,3.666
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-LettuceExtension,2154,4147,101,100,TRUE,6.301
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-RedisChannelHandler,2300,4154,201,200,TRUE,6.454
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-RedisClusterClient,2553,4195,301,300,TRUE,6.748
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-RedisURI,2393,4093,201,200,TRUE,6.486
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-StatefulRedisConnectionImpl,2529,4738,601,600,TRUE,7.267
mangstadt-biweekly-5baf97e7f64d1daf0c4f6277b3600021be28303e-RecurrenceIteratorFactory,2070,2150,101,100,TRUE,4.22
MarkShen1992-Mashibing_High_Concurrency-f408144caf72de0391f6e271eec6b92021ab1ca4-TicketSeller2,1457,2447,101,100,TRUE,3.904
MarkShen1992-Mashibing_High_Concurrency-f408144caf72de0391f6e271eec6b92021ab1ca4-TicketSeller4,1476,2469,101,100,TRUE,3.945
maven-nar-nar-maven-plugin-e747b5ee080b243e0b817f722a43c9c203bb4df8-Linker,2373,2372,801,800,TRUE,4.745
maven-nar-nar-maven-plugin-e747b5ee080b243e0b817f722a43c9c203bb4df8-NarCompileMojo,1749,2380,301,300,TRUE,4.129
maven-nar-nar-maven-plugin-e747b5ee080b243e0b817f722a43c9c203bb4df8-NarIntegrationTestMojo,2431,2411,501,500,TRUE,4.842
mimno-Mallet-ff204eb8aa7f414e779f37843fb68b3e1fdc7015-SVD,2219,18328,401,400,TRUE,20.547
monkeymq-jgossip-4bfc8e791381f70d62ea4ad6d8ae952da840dd0d-UDPMsgService,2112,1668,201,200,TRUE,3.78
Neop-mudmap2-070650853bc37663525f0d62fb54a029e364eafd-WorldFileJSON,2305,1429,501,500,TRUE,3.734
openskynetwork-java-adsb-7d73726841d98357da360ea631bbe12d3def86cc-ModeSDecoder,2261,1376,101,100,TRUE,3.637
peterbencze-serritor-158939359c0b0608686afd34bba582c9157dd362-WebDriverFactory,1710,1891,401,400,TRUE,3.601
pingcap-tidb-loadbalance-b1d62a4561fee7c525ae4c640a10f55c4702755b-StringInspector,2681,1418,1201,1200,TRUE,4.099
PlayPen-playpen-core-dd867086481d93a439cb0270eaa7272bacf75493-FileProcessListener,2012,3979,201,200,TRUE,5.991
PlayPen-playpen-core-dd867086481d93a439cb0270eaa7272bacf75493-Network,2437,4249,301,300,TRUE,6.686
ripreal-V8LogScanner-3789156a0ab07c4b2cdd91e8165ca733ecc01905-LogBuilder,2246,1831,201,200,TRUE,4.077
rythmengine-rythmengine-3439bd728c8e95927cea9146b5d6b59a30c3c516-Time,4029,4293,3301,3300,TRUE,8.322
Sayi-swagger-diff-e6abc1483ec90859aeba9d9ad4e7fd0368352d47-ModelDiff,1622,1962,201,200,TRUE,3.584
sbesada-java.math.numerical.library-a2f18eda6de69c937183771d3b1f268e606a8871-FunctionX,2122,2229,401,400,TRUE,4.351
sbesada-java.math.numerical.library-a2f18eda6de69c937183771d3b1f268e606a8871-FunctionXs,2168,1952,401,400,TRUE,4.12
seansegal-tincisnotcatan-f7d098c51037cb586147c1bbd5b18c2239df7b32-PlaceInitialSettlement,2469,2108,501,500,TRUE,4.577
sorra-TraceSonar-53ece361e0e14027d803ecbeb9f3fea76f7176ff-Traceback,2023,1729,201,200,TRUE,3.752
