file,generation time,test time,blocktest count,actual test count,USEABLE,total_time
jhunters-jprotobuf-0e326bf8704027adc8af182e7cebc0e7a9c38e30-PrecompileTask,-1,-1,0,-1,FALSE,-0.002
jonatan-kazmierczak-class-visualizer-71015106c3316c02d366af71d9883c909d9ac772-GUIHandler,4240,5052,6001,6000,TRUE,9.292
joniles-mpxj-91540932b1db27a525f1ee9e9fb9d878acedfc74-MPPAssignmentField,5070,2654,6001,6000,TRUE,7.724
joniles-mpxj-91540932b1db27a525f1ee9e9fb9d878acedfc74-MPPProjectField,5332,2579,6001,6000,TRUE,7.911
joniles-mpxj-91540932b1db27a525f1ee9e9fb9d878acedfc74-MPPResourceField,4511,2583,6001,6000,TRUE,7.094
joniles-mpxj-91540932b1db27a525f1ee9e9fb9d878acedfc74-MPPTaskField,2883,2289,1001,1000,TRUE,5.172
jruby-joni-d4696c4f6dcdd1484895abae4b9b3c62874759e1-Matcher,16579,4121,17001,17000,TRUE,20.7
junichi11-netbeans-color-codes-preview-97a0262a3c15ab5842c43b68019e1e355ad7d3a8-HexCssColorCodesProvider,3904,2427,6001,6000,TRUE,6.331
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-MaeAgreementGUI,-1,-1,0,-1,FALSE,-0.002
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-GodHandableAction,2664,1653,1001,1000,TRUE,4.317
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-JsonUnifiedTextReadingFilter,4192,2484,5001,5000,TRUE,6.676
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-MDCHook,2467,1593,1001,1000,TRUE,4.06
leonhad-paradoxdriver-de3a6ad18b6c7f1d461383876339dc8086beaead-FunctionNode,2367,1799,2001,2000,TRUE,4.166
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-LettuceExtension,2484,4795,1001,1000,TRUE,7.279
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-RedisChannelHandler,3750,6351,2001,2000,TRUE,10.101
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-RedisClusterClient,3333,9018,3001,3000,TRUE,12.351
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-RedisURI,3783,6416,2001,2000,TRUE,10.199
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-StatefulRedisConnectionImpl,4078,23141,6001,6000,TRUE,27.219
mangstadt-biweekly-5baf97e7f64d1daf0c4f6277b3600021be28303e-RecurrenceIteratorFactory,2358,2210,1001,1000,TRUE,4.568
MarkShen1992-Mashibing_High_Concurrency-f408144caf72de0391f6e271eec6b92021ab1ca4-TicketSeller2,2059,2516,1001,1000,TRUE,4.575
MarkShen1992-Mashibing_High_Concurrency-f408144caf72de0391f6e271eec6b92021ab1ca4-TicketSeller4,1712,2511,1001,1000,TRUE,4.223
maven-nar-nar-maven-plugin-e747b5ee080b243e0b817f722a43c9c203bb4df8-Linker,6203,2918,8001,8000,TRUE,9.121
maven-nar-nar-maven-plugin-e747b5ee080b243e0b817f722a43c9c203bb4df8-NarCompileMojo,3664,2615,3001,3000,TRUE,6.279
maven-nar-nar-maven-plugin-e747b5ee080b243e0b817f722a43c9c203bb4df8-NarIntegrationTestMojo,3984,2647,5001,5000,TRUE,6.631
mimno-Mallet-ff204eb8aa7f414e779f37843fb68b3e1fdc7015-SVD,3950,218082,4001,4000,TRUE,222.032
monkeymq-jgossip-4bfc8e791381f70d62ea4ad6d8ae952da840dd0d-UDPMsgService,2220,1954,2001,2000,TRUE,4.174
Neop-mudmap2-070650853bc37663525f0d62fb54a029e364eafd-WorldFileJSON,-1,-1,0,-1,FALSE,-0.002
openskynetwork-java-adsb-7d73726841d98357da360ea631bbe12d3def86cc-ModeSDecoder,2083,1398,1001,1000,TRUE,3.481
peterbencze-serritor-158939359c0b0608686afd34bba582c9157dd362-WebDriverFactory,3843,2215,4001,4000,TRUE,6.058
pingcap-tidb-loadbalance-b1d62a4561fee7c525ae4c640a10f55c4702755b-StringInspector,10797,2607,12001,12000,TRUE,13.404
PlayPen-playpen-core-dd867086481d93a439cb0270eaa7272bacf75493-FileProcessListener,2544,4146,2001,2000,TRUE,6.69
PlayPen-playpen-core-dd867086481d93a439cb0270eaa7272bacf75493-Network,3122,4398,3001,3000,TRUE,7.52
ripreal-V8LogScanner-3789156a0ab07c4b2cdd91e8165ca733ecc01905-LogBuilder,3152,2117,2001,2000,TRUE,5.269
rythmengine-rythmengine-3439bd728c8e95927cea9146b5d6b59a30c3c516-Time,55199,52646,33001,33000,TRUE,107.845
