file,line,status
src/main/java/com/lowagie/text/xml/SAXiTextHandler.java,460,FULLY_COVERED
src/main/java/com/lowagie/text/xml/SAXiTextHandler.java,461,FULLY_COVERED
src/main/java/com/lowagie/text/xml/SAXiTextHandler.java,462,EMPTY
src/main/java/com/lowagie/text/xml/SAXiTextHandler.java,463,EMPTY
src/main/java/com/lowagie/text/xml/SAXiTextHandler.java,464,PARTLY_COVERED
src/main/java/com/lowagie/text/xml/SAXiTextHandler.java,465,NOT_COVERED
src/main/java/com/lowagie/text/xml/SAXiTextHandler.java,466,PARTLY_COVERED
src/main/java/com/lowagie/text/xml/SAXiTextHandler.java,467,NOT_COVERED
src/main/java/com/lowagie/text/xml/SAXiTextHandler.java,468,PARTLY_COVERED
src/main/java/com/lowagie/text/xml/SAXiTextHandler.java,469,NOT_COVERED
src/main/java/com/lowagie/text/xml/SAXiTextHandler.java,470,PARTLY_COVERED
src/main/java/com/lowagie/text/xml/SAXiTextHandler.java,471,NOT_COVERED
src/main/java/com/lowagie/text/xml/SAXiTextHandler.java,472,NOT_COVERED
src/main/java/com/lowagie/text/xml/SAXiTextHandler.java,473,NOT_COVERED
