size,path,range,url,complexity,time
5,3redronin_mu-server/src/test/java/io/muserver/AsyncSsePublisherTest.java,101-106,https://github.com/3redronin/mu-server/blob/69683cf8009d7a0ac52452fd4b0abe06ffd0bf87/src/test/java/io/muserver/AsyncSsePublisherTest.java#L101-L106,1,2m15s
5,Sayi_swagger-diff/src/main/java/com/deepoove/swagger/diff/compare/ModelDiff.java,129-134,https://github.com/Sayi/swagger-diff/blob/e6abc1483ec90859aeba9d9ad4e7fd0368352d47/src/main/java/com/deepoove/swagger/diff/compare/ModelDiff.java#L129-L134,1,4m53s
5,StaticBeagle_ETK4J/src/main/java/com/wildbitsfoundry/etk4j/signals/filters/Bessel.java,296-301,https://github.com/StaticBeagle/ETK4J/blob/393c622d01b9abfcead5c9c0973b4557173502e2/src/main/java/com/wildbitsfoundry/etk4j/signals/filters/Bessel.java#L296-L301,1,3m22s
5,alibaba_compileflow/src/main/java/com/alibaba/compileflow/engine/common/extension/PluginManager.java,181-186,https://github.com/alibaba/compileflow/blob/e96a05224f71bf4aa3d9fb37bba85764b2fc153f/src/main/java/com/alibaba/compileflow/engine/common/extension/PluginManager.java#L181-L186,1,2m30s
5,alibaba_compileflow/src/main/java/com/alibaba/compileflow/engine/common/extension/PluginManager.java,226-231,https://github.com/alibaba/compileflow/blob/e96a05224f71bf4aa3d9fb37bba85764b2fc153f/src/main/java/com/alibaba/compileflow/engine/common/extension/PluginManager.java#L226-L231,1,failed
5,cellsrg_tabbypdf/src/main/java/ru/icc/cells/tabbypdf/detection/TableRegionDetector.java,253-258,https://github.com/cellsrg/tabbypdf/blob/def8bb08e7733a9b87e593cb5363ef82581628c1/src/main/java/ru/icc/cells/tabbypdf/detection/TableRegionDetector.java#L253-L258,1,failed
5,fabric8io_docker-maven-plugin/src/main/java/io/fabric8/maven/docker/AbstractDockerMojo.java,495-500,https://github.com/fabric8io/docker-maven-plugin/blob/40371e754a6f3122af6d3019508c364627580935/src/main/java/io/fabric8/maven/docker/AbstractDockerMojo.java#L495-L500,1,3m55s
5,finos_messageml-utils/src/main/java/org/symphonyoss/symphony/messageml/bi/BiContext.java,100-105,https://github.com/finos/messageml-utils/blob/8dc8971aee55c36fbc2bce55a5e62ef254cc2eb9/src/main/java/org/symphonyoss/symphony/messageml/bi/BiContext.java#L100-L105,1,6m54s
5,joniles_mpxj/src/main/java/net/sf/mpxj/common/MPPAssignmentField.java,55-60,https://github.com/joniles/mpxj/blob/91540932b1db27a525f1ee9e9fb9d878acedfc74/src/main/java/net/sf/mpxj/common/MPPAssignmentField.java#L55-L60,1,4m9s
5,joniles_mpxj/src/main/java/net/sf/mpxj/common/MPPProjectField.java,51-56,https://github.com/joniles/mpxj/blob/91540932b1db27a525f1ee9e9fb9d878acedfc74/src/main/java/net/sf/mpxj/common/MPPProjectField.java#L51-L56,1,0m40s
5,joniles_mpxj/src/main/java/net/sf/mpxj/common/MPPResourceField.java,54-59,https://github.com/joniles/mpxj/blob/91540932b1db27a525f1ee9e9fb9d878acedfc74/src/main/java/net/sf/mpxj/common/MPPResourceField.java#L54-L59,1,0m40s
5,joniles_mpxj/src/main/java/net/sf/mpxj/common/MPPTaskField.java,54-59,https://github.com/joniles/mpxj/blob/91540932b1db27a525f1ee9e9fb9d878acedfc74/src/main/java/net/sf/mpxj/common/MPPTaskField.java#L54-L59,1,9m31
5,lastaflute_lastaflute/src/main/java/org/lastaflute/web/ruts/GodHandableAction.java,417-422,https://github.com/lastaflute/lastaflute/blob/01201e2eee995053bf6f9febcf58ace01ed38c30/src/main/java/org/lastaflute/web/ruts/GodHandableAction.java#L417-L422,1,11m46s
5,lastaflute_lastaflute/src/main/java/org/lastaflute/web/servlet/filter/mdc/MDCHook.java,94-99,https://github.com/lastaflute/lastaflute/blob/01201e2eee995053bf6f9febcf58ace01ed38c30/src/main/java/org/lastaflute/web/servlet/filter/mdc/MDCHook.java#L94-L99,1,2m30s
